id,name,tail_high,tail_low,ear_high,ear_low,nose_high,nose_low,time_stamp,latitude,longitude,only_in_version_1
59,COCO,64,91,383,451,655,924,10/02/18 11:59 AM,86.1348432,79.0613652,59
60,GUS,11,53,438,167,705,653,12/02/18 11:59 AM,47.8227335,49.65477,60
61,LADY,17,43,139,226,681,543,01/02/18 11:59 AM,51.910222,5.5473105,61
62,BANDIT,24,60,483,358,926,839,02/02/18 11:59 AM,90.1167097,86.3713563,62
63,GRACIE,16,69,107,426,567,656,03/02/18 11:59 AM,41.7625078,72.8792183,63
64,JASPER,70,12,224,454,773,592,04/02/18 11:59 AM,91.6690652,70.5172582,64
65,PIPER,37,60,500,480,716,725,05/02/18 11:59 AM,20.5884019,39.9487521,65
66,STELLA,70,31,304,398,957,534,06/02/18 11:59 AM,59.2018239,3.3692527,66
67,YUKON,60,13,200,294,987,789,07/02/18 11:59 AM,54.0070098,78.5484724,67
68,ZOEY,33,93,286,161,656,780,08/02/18 11:59 AM,58.3339366,34.7378399,68
69,ANNIE,84,93,112,104,616,529,09/02/18 11:59 AM,50.6426141,47.6958127,69
70,BUSTER,40,59,246,235,913,654,10/02/18 11:59 AM,16.1595056,76.7963211,70
71,SAM,48,43,458,397,829,536,11/02/18 11:59 AM,41.2607503,0.2889092,71
72,MARLEY,45,62,413,369,603,806,12/02/18 11:59 AM,90.0889951,55.9426957,72
73,SCOUT,6,13,278,492,536,817,01/02/18 11:59 AM,36.9029413,87.8675025,73
74,BENTLEY,18,18,206,231,891,859,02/02/18 11:59 AM,89.2330528,57.6084275,74
75,DIESEL,27,90,465,426,721,571,06/02/18 11:59 AM,46.1166571,69.1365775,75
76,KONA,5,74,140,261,995,937,04/02/18 11:59 AM,54.2159461,79.7534689,76
77,RUGER,91,1,427,181,602,884,05/02/18 11:59 AM,53.8678039,75.0440268,77
78,THOR,27,73,414,313,612,653,06/02/18 11:59 AM,19.082718,73.2608104,78
79,ZEUS,26,60,384,129,628,853,07/02/18 11:59 AM,65.0007237,64.7195832,79
80,ATHENA,59,88,123,247,752,793,05/02/18 11:59 AM,81.9486609,63.2430463,80
81,ELLIE,36,87,300,118,709,705,09/02/18 11:59 AM,65.8737225,76.4003129,81
82,FINN,89,12,451,476,563,855,10/02/18 11:59 AM,17.3542589,98.1738588,82
83,LILLY,94,19,110,344,829,853,10/02/18 11:59 AM,97.5684565,95.6281736,83
84,MILO,3,37,382,246,739,600,12/02/18 11:59 AM,98.1569683,48.5558262,84
85,TITAN,85,75,399,434,853,708,01/02/18 11:59 AM,87.9388025,53.2502787,85
86,BLUE,14,91,223,378,994,735,02/02/18 11:59 AM,60.9723497,2.3931148,86
87,DAKOTA,81,14,223,171,651,723,03/02/18 11:59 AM,7.7998217,66.8832042,87
88,KISKA,47,23,430,126,912,942,04/02/18 11:59 AM,65.125412,65.9963795,88
89,LEO,67,85,306,300,998,744,05/02/18 11:59 AM,32.5313438,74.4160545,89
90,MINNIE,62,91,214,100,515,892,06/02/18 11:59 AM,78.9359075,22.8854179,90
91,MURPHY,57,73,221,237,694,540,07/02/18 11:59 AM,24.3548974,65.0029287,91
92,OSCAR,12,69,227,468,664,720,08/02/18 11:59 AM,20.2478668,59.1289305,92
93,SASHA,23,86,107,330,985,549,09/02/18 11:59 AM,9.511278,69.1562147,93
94,TUCKER,84,38,282,339,618,661,10/02/18 11:59 AM,34.5234971,4.6806597,94
95,KODIAK,9,92,270,324,589,626,11/02/18 11:59 AM,15.8328498,30.1157071,95
96,LOUIE,48,59,273,491,762,791,12/02/18 11:59 AM,48.7427522,36.8365047,96
97,NALA,90,53,427,205,554,788,01/02/18 11:59 AM,84.9229431,69.9110007,97
98,OLIVER,2,25,450,344,797,739,02/02/18 11:59 AM,64.120177,35.6166523,98
99,RANGER,66,29,472,156,857,631,06/02/18 11:59 AM,97.7035374,89.5957927,99
100,slim,27,19,101,196,829,815,04/02/18 11:59 AM,79.7981163,16.4935891,100
101,spike,96,33,249,366,828,506,05/02/18 11:59 AM,88.3653252,50.1800041,101
102,mamacat,76,78,367,183,959,958,06/02/18 11:59 AM,5.6647116,14.2132737,102
103,babycat,64,84,340,263,621,721,07/02/18 11:59 AM,72.0387942,63.3904937,103
104,miko,22,6,142,123,870,821,05/02/18 11:59 AM,38.4448962,18.9683829,104
105,WINSTON,51,58,276,160,853,580,09/02/18 11:59 AM,50.6370466,50.5441217,105
106,ZOE,29,65,139,211,783,950,10/02/18 11:59 AM,23.5136891,33.8453404,106
107,ANGEL,73,64,306,373,883,713,10/02/18 11:59 AM,65.0020555,54.3290446,107
108,BAXTER,29,64,276,259,977,767,12/02/18 11:59 AM,15.4780929,38.0939528,108
109,EMMA,86,4,432,344,668,549,01/02/18 11:59 AM,11.1500916,14.7957357,109
110,GIZMO,66,74,319,371,860,735,02/02/18 11:59 AM,4.5621039,88.874011,110
111,HAZEL,100,56,286,295,520,865,03/02/18 11:59 AM,48.5473228,58.9753503,111
112,CHANCE,45,81,488,384,830,746,04/02/18 11:59 AM,87.1272981,2.043959,112
113,CHEWY,70,42,416,237,718,715,05/02/18 11:59 AM,20.8347454,41.4911338,113
114,HUNTER,4,101,376,187,826,674,06/02/18 11:59 AM,10.9362743,88.9685128,114
115,JACKSON,51,57,284,407,783,826,07/02/18 11:59 AM,79.1326217,44.4535454,115
116,MADDIE,73,54,318,357,718,544,08/02/18 11:59 AM,85.6618275,41.0756988,116
117,OTIS,62,77,450,373,930,603,09/02/18 11:59 AM,12.8629536,0.4092652,117
118,RAVEN,28,42,176,367,773,935,10/02/18 11:59 AM,90.4903261,45.6063384,118
119,TEDDY,93,27,435,278,545,998,11/02/18 11:59 AM,77.919587,94.3472885,119
120,BO,40,98,225,499,819,854,12/02/18 11:59 AM,13.8562367,24.9842578,120
121,BUDDY,87,100,470,239,926,901,01/02/18 11:59 AM,84.3967523,26.5990852,121
122,MAX,7,22,462,125,719,665,02/02/18 11:59 AM,43.9691848,50.3444001,122
123,SADIE,56,40,320,241,865,954,06/02/18 11:59 AM,12.2283466,78.1995307,123
124,LUCY,16,31,371,178,779,782,04/02/18 11:59 AM,23.2316855,75.2643553,124
125,BAILEY,87,53,428,215,889,574,05/02/18 11:59 AM,41.648595,59.4913001,125
126,DAISY,46,76,141,155,625,710,06/02/18 11:59 AM,25.4923879,46.2311509,126
127,LUNA,97,89,258,483,660,874,07/02/18 11:59 AM,97.4148698,75.3149736,127
128,CHARLIE,66,96,281,309,765,860,05/02/18 11:59 AM,74.8123384,63.7026434,128
129,MAGGIE,5,35,396,282,713,859,09/02/18 11:59 AM,57.6456958,74.4619269,129
130,MOLLY,74,33,152,443,837,687,10/02/18 11:59 AM,67.7262725,78.6367593,130
131,COOPER,85,76,431,349,842,694,10/02/18 11:59 AM,45.2527357,33.160905,131
132,GINGER,8,1,419,409,573,878,12/02/18 11:59 AM,31.6879356,54.2758246,132
133,JACK,64,72,201,199,812,840,01/02/18 11:59 AM,27.2423219,40.8856885,133
134,WILLOW,45,65,424,480,669,955,02/02/18 11:59 AM,32.7454074,58.1407535,134
135,ABBY,13,31,252,301,825,598,03/02/18 11:59 AM,39.0877911,90.0206974,135
136,BEAR,73,77,265,471,891,852,04/02/18 11:59 AM,99.3440684,54.9405783,136
137,LILY,92,34,405,167,612,664,05/02/18 11:59 AM,42.8503073,56.0624052,137
138,DUKE,17,17,141,496,808,647,06/02/18 11:59 AM,59.3991211,9.5866558,138
139,KODA,30,95,262,355,860,868,07/02/18 11:59 AM,12.0599652,56.7602911,139
140,ROCKY,26,92,170,179,846,812,08/02/18 11:59 AM,4.9904513,96.7875831,140
141,CHLOE,12,3,288,390,888,641,09/02/18 11:59 AM,3.789685,19.2457194,141
142,KENAI,66,86,322,428,532,946,10/02/18 11:59 AM,57.1573692,13.9995304,142
143,HARLEY,42,45,342,233,858,530,11/02/18 11:59 AM,7.17626,56.2933948,143
144,DENALI,81,51,212,476,821,926,12/02/18 11:59 AM,62.466556,37.8021198,144
145,TOBY,60,57,257,501,690,656,01/02/18 11:59 AM,18.3143326,99.8557002,145
146,JAKE,55,22,212,270,569,671,02/02/18 11:59 AM,57.1702904,32.7015879,146
147,LOKI,56,2,304,340,518,545,06/02/18 11:59 AM,73.5268416,97.2982662,147
148,RUBY,37,85,464,174,666,719,04/02/18 11:59 AM,18.99466,11.0977315,148
149,ROXY,95,43,360,142,967,626,05/02/18 11:59 AM,11.8857576,11.8885602,149
150,LUCKY,86,81,448,387,772,979,06/02/18 11:59 AM,97.2551805,95.32175,150
151,PENNY,18,34,153,159,819,599,07/02/18 11:59 AM,79.039511,41.744484,151
152,RILEY,98,11,164,296,864,947,05/02/18 11:59 AM,70.7145459,14.3191474,152
153,SHADOW,84,66,428,197,563,735,09/02/18 11:59 AM,75.2087347,47.4602479,153
154,SOPHIE,77,46,413,432,606,542,10/02/18 11:59 AM,75.3828721,0.3722417,154
155,LOLA,29,48,355,139,918,820,10/02/18 11:59 AM,34.6096141,85.2005078,155
156,ROSIE,43,31,493,326,766,950,12/02/18 11:59 AM,8.7463362,1.5181027,156
157,PEPPER,87,95,208,359,843,605,01/02/18 11:59 AM,85.2260151,74.4352062,157
158,COCO,65,92,384,452,656,925,02/02/18 11:59 AM,49.9351402,73.7455196,158
159,GUS,12,54,439,168,706,654,03/02/18 11:59 AM,71.4086524,69.9472415,159
160,LADY,18,44,140,227,682,544,04/02/18 11:59 AM,36.2556061,88.8101911,160
161,BANDIT,25,61,484,359,927,840,05/02/18 11:59 AM,92.4773228,28.4261961,161
162,GRACIE,17,70,108,427,568,657,06/02/18 11:59 AM,42.9706987,97.3858888,162
163,JASPER,71,13,225,455,774,593,07/02/18 11:59 AM,99.5557717,2.6191347,163
164,PIPER,38,61,501,481,717,726,08/02/18 11:59 AM,51.9906012,14.2474579,164
165,STELLA,71,32,305,399,958,535,09/02/18 11:59 AM,16.8986415,5.5224768,165
166,YUKON,61,14,201,295,988,790,10/02/18 11:59 AM,15.234335,4.8415816,166
167,ZOEY,34,94,287,162,657,781,11/02/18 11:59 AM,87.3719328,65.5437949,167
168,ANNIE,85,94,113,105,617,530,12/02/18 11:59 AM,93.8401125,65.0095557,168
169,BUSTER,41,60,247,236,914,655,01/02/18 11:59 AM,27.2746067,41.0525875,169
170,SAM,49,44,459,398,830,537,02/02/18 11:59 AM,62.6473452,28.363324,170
171,MARLEY,46,63,414,370,604,807,06/02/18 11:59 AM,80.8722342,5.0790325,171
172,SCOUT,7,14,279,493,537,818,04/02/18 11:59 AM,22.1190381,22.9397113,172
173,BENTLEY,19,19,207,232,892,860,05/02/18 11:59 AM,54.7627171,57.7110962,173
174,DIESEL,28,91,466,427,722,572,06/02/18 11:59 AM,17.9650869,35.2066626,174
175,KONA,6,75,141,262,996,938,07/02/18 11:59 AM,62.5936537,75.5084489,175
176,RUGER,92,2,428,182,603,885,05/02/18 11:59 AM,56.244529,12.1429001,176
177,THOR,28,74,415,314,613,654,09/02/18 11:59 AM,58.3692773,0.5717778,177
178,ZEUS,27,61,385,130,629,854,10/02/18 11:59 AM,82.3015202,71.3038917,178
179,ATHENA,60,89,124,248,753,794,10/02/18 11:59 AM,82.3109537,93.9505828,179
180,ELLIE,37,88,301,119,710,706,12/02/18 11:59 AM,59.7753365,31.8170638,180
181,FINN,90,13,452,477,564,856,01/02/18 11:59 AM,48.0913227,74.3339783,181
182,LILLY,95,20,111,345,830,854,02/02/18 11:59 AM,62.066504,41.6332385,182
183,MILO,4,38,383,247,740,601,03/02/18 11:59 AM,30.7143484,66.5466864,183
184,TITAN,86,76,400,435,854,709,04/02/18 11:59 AM,85.9372187,68.1240544,184
185,BLUE,15,92,224,379,995,736,05/02/18 11:59 AM,50.3023574,32.1898725,185
186,DAKOTA,82,15,224,172,652,724,06/02/18 11:59 AM,69.7009558,94.2819893,186
187,KISKA,48,24,431,127,913,943,07/02/18 11:59 AM,58.0904463,90.0937832,187
188,LEO,68,86,307,301,999,745,08/02/18 11:59 AM,61.7974145,18.1172766,188
189,MINNIE,63,92,215,101,516,893,09/02/18 11:59 AM,34.6308199,98.7889265,189
190,MURPHY,58,74,222,238,695,541,10/02/18 11:59 AM,54.2842734,58.0886237,190
191,OSCAR,13,70,228,469,665,721,11/02/18 11:59 AM,71.4316384,80.5687261,191
192,SASHA,24,87,108,331,986,550,12/02/18 11:59 AM,37.700233,16.7567307,192
193,TUCKER,85,39,283,340,619,662,01/02/18 11:59 AM,45.7354927,7.1111877,193
194,KODIAK,10,93,271,325,590,627,02/02/18 11:59 AM,55.7222845,61.8128779,194
195,LOUIE,49,60,274,492,763,792,06/02/18 11:59 AM,3.1793143,3.5738789,195
196,NALA,91,54,428,206,555,789,04/02/18 11:59 AM,16.8622914,1.4174799,196
197,OLIVER,3,26,451,345,798,740,05/02/18 11:59 AM,4.4517054,61.8181151,197
198,RANGER,67,30,473,157,858,632,06/02/18 11:59 AM,77.4388826,97.6750233,198
199,slim,28,20,102,197,830,816,07/02/18 11:59 AM,60.5805458,84.6393787,199
200,spike,97,34,250,367,829,507,05/02/18 11:59 AM,16.7023206,66.9178096,200
201,mamacat,77,79,368,184,960,959,09/02/18 11:59 AM,31.7426839,59.2758273,201
202,babycat,65,85,341,264,622,722,10/02/18 11:59 AM,58.6558909,7.9564253,202
203,miko,23,7,143,124,871,822,10/02/18 11:59 AM,16.248283,19.22204,203
204,WINSTON,52,59,277,161,854,581,12/02/18 11:59 AM,10.6718391,94.7349032,204
205,ZOE,30,66,140,212,784,951,01/02/18 11:59 AM,7.6823885,78.6619614,205
206,ANGEL,74,65,307,374,884,714,02/02/18 11:59 AM,16.3198036,10.3536773,206
207,BAXTER,30,65,277,260,978,768,03/02/18 11:59 AM,38.2431432,75.4491235,207
208,EMMA,87,5,433,345,669,550,04/02/18 11:59 AM,74.5068748,55.1139763,208
209,GIZMO,67,75,320,372,861,736,05/02/18 11:59 AM,22.8898163,26.3931414,209
210,HAZEL,101,57,287,296,521,866,06/02/18 11:59 AM,10.621931,88.4214698,210
211,CHANCE,46,82,489,385,831,747,07/02/18 11:59 AM,67.9551507,67.0376971,211
212,CHEWY,71,43,417,238,719,716,08/02/18 11:59 AM,64.8370223,81.1750261,212
213,HUNTER,5,102,377,188,827,675,09/02/18 11:59 AM,22.6905718,95.874955,213
214,JACKSON,52,58,285,408,784,827,10/02/18 11:59 AM,37.2812105,63.6006289,214
215,MADDIE,74,55,319,358,719,545,11/02/18 11:59 AM,57.7312154,28.5153662,215
216,OTIS,63,78,451,374,931,604,12/02/18 11:59 AM,41.2659106,78.9122235,216
217,RAVEN,29,43,177,368,774,936,01/02/18 11:59 AM,45.2881659,50.0992938,217
218,TEDDY,94,28,436,279,546,999,02/02/18 11:59 AM,99.1165833,65.329752,218
219,BO,41,99,226,500,820,855,06/02/18 11:59 AM,53.5253586,26.3017549,219
220,BUDDY,88,101,471,240,927,902,04/02/18 11:59 AM,37.0361531,48.4716329,220
221,MAX,8,23,463,126,720,666,05/02/18 11:59 AM,15.001759,65.7409913,221
222,SADIE,57,41,321,242,866,955,06/02/18 11:59 AM,52.2851505,54.5248047,222
223,LUCY,17,32,372,179,780,783,07/02/18 11:59 AM,64.6168265,6.8442242,223
224,BAILEY,88,54,429,216,890,575,05/02/18 11:59 AM,26.2700113,93.7062468,224
225,DAISY,47,77,142,156,626,711,09/02/18 11:59 AM,30.7918884,1.7306332,225
226,LUNA,98,90,259,484,661,875,10/02/18 11:59 AM,3.5710287,24.8680216,226
227,CHARLIE,67,97,282,310,766,861,10/02/18 11:59 AM,64.2232754,54.3039849,227
228,MAGGIE,6,36,397,283,714,860,12/02/18 11:59 AM,62.0131445,96.3133868,228
229,MOLLY,75,34,153,444,838,688,01/02/18 11:59 AM,91.0652716,57.2665657,229
230,COOPER,86,77,432,350,843,695,02/02/18 11:59 AM,17.237239,29.4656254,230
231,GINGER,9,2,420,410,574,879,03/02/18 11:59 AM,43.423895,27.064623,231
232,JACK,65,73,202,200,813,841,04/02/18 11:59 AM,98.972258,12.4795324,232
233,WILLOW,46,66,425,481,670,956,05/02/18 11:59 AM,1.424179,94.2278951,233
234,ABBY,14,32,253,302,826,599,06/02/18 11:59 AM,22.9557534,13.03296,234
235,BEAR,74,78,266,472,892,853,07/02/18 11:59 AM,60.0442594,89.3522693,235
236,LILY,93,35,406,168,613,665,08/02/18 11:59 AM,75.9713464,42.3734212,236
237,DUKE,18,18,142,497,809,648,09/02/18 11:59 AM,47.2780002,6.9912329,237
238,KODA,31,96,263,356,861,869,10/02/18 11:59 AM,55.5887144,19.9734397,238
239,ROCKY,27,93,171,180,847,813,11/02/18 11:59 AM,97.2319588,55.3509236,239
240,CHLOE,13,4,289,391,889,642,12/02/18 11:59 AM,20.4120975,18.6830406,240
241,KENAI,67,87,323,429,533,947,01/02/18 11:59 AM,14.1780875,82.2931957,241
242,HARLEY,43,46,343,234,859,531,02/02/18 11:59 AM,32.3442592,36.9283347,242
243,DENALI,82,52,213,477,822,927,06/02/18 11:59 AM,14.2638754,38.5583918,243
244,TOBY,61,58,258,502,691,657,04/02/18 11:59 AM,6.9965201,66.6149564,244
245,JAKE,56,23,213,271,570,672,05/02/18 11:59 AM,93.8268992,58.4881975,245
246,LOKI,57,3,305,341,519,546,06/02/18 11:59 AM,80.240101,32.0167359,246
247,RUBY,38,86,465,175,667,720,07/02/18 11:59 AM,33.6855241,26.9570905,247
248,ROXY,96,44,361,143,968,627,05/02/18 11:59 AM,41.5653816,77.1113481,248
249,LUCKY,87,82,449,388,773,980,09/02/18 11:59 AM,82.7860118,16.1055734,249
250,PENNY,19,35,154,160,820,600,10/02/18 11:59 AM,87.4439439,66.4968624,250
251,RILEY,99,12,165,297,865,948,10/02/18 11:59 AM,59.9936049,59.0281893,251
252,SHADOW,85,67,429,198,564,736,12/02/18 11:59 AM,47.9279728,37.8738237,252
253,SOPHIE,78,47,414,433,607,543,01/02/18 11:59 AM,78.9426461,14.155239,253
254,LOLA,30,49,356,140,919,821,02/02/18 11:59 AM,92.6954142,90.8053482,254
255,ROSIE,44,32,494,327,767,951,03/02/18 11:59 AM,16.3430825,20.4461613,255
256,PEPPER,88,96,209,360,844,606,04/02/18 11:59 AM,7.7610215,66.2705204,256
257,COCO,66,93,385,453,657,926,05/02/18 11:59 AM,44.2746584,29.8526212,257
258,GUS,13,55,440,169,707,655,06/02/18 11:59 AM,66.6758078,0.0675276,258
259,LADY,19,45,141,228,683,545,07/02/18 11:59 AM,35.7404152,33.1525946,259
260,BANDIT,26,62,485,360,928,841,08/02/18 11:59 AM,75.5064853,63.4879596,260
261,GRACIE,18,71,109,428,569,658,09/02/18 11:59 AM,98.350085,86.5346539,261
262,JASPER,72,14,226,456,775,594,10/02/18 11:59 AM,97.0767051,37.979725,262
263,PIPER,39,62,502,482,718,727,11/02/18 11:59 AM,67.5677214,23.4077011,263
264,STELLA,72,33,306,400,959,536,12/02/18 11:59 AM,20.3691139,67.1333311,264
265,YUKON,62,15,202,296,989,791,01/02/18 11:59 AM,12.2077547,98.3689407,265
266,ZOEY,35,95,288,163,658,782,02/02/18 11:59 AM,58.1916962,50.1329533,266
267,ANNIE,86,95,114,106,618,531,06/02/18 11:59 AM,62.6145442,21.1129165,267
268,BUSTER,42,61,248,237,915,656,04/02/18 11:59 AM,17.4151609,76.2625186,268
269,SAM,50,45,460,399,831,538,05/02/18 11:59 AM,17.9172089,23.0710603,269
270,MARLEY,47,64,415,371,605,808,06/02/18 11:59 AM,7.5767356,81.1767807,270
271,SCOUT,8,15,280,494,538,819,07/02/18 11:59 AM,60.0712321,93.2306375,271
272,BENTLEY,20,20,208,233,893,861,05/02/18 11:59 AM,32.7395516,56.5311319,272
273,DIESEL,29,92,467,428,723,573,09/02/18 11:59 AM,1.7319213,74.4509155,273
274,KONA,7,76,142,263,997,939,10/02/18 11:59 AM,68.8257535,11.5618616,274
275,RUGER,93,3,429,183,604,886,10/02/18 11:59 AM,31.3016798,18.1453168,275
276,THOR,29,75,416,315,614,655,12/02/18 11:59 AM,13.1331478,6.014585,276
277,ZEUS,28,62,386,131,630,855,01/02/18 11:59 AM,6.2638998,69.7932489,277
278,ATHENA,61,90,125,249,754,795,02/02/18 11:59 AM,87.913875,7.0838662,278
279,ELLIE,38,89,302,120,711,707,03/02/18 11:59 AM,81.3815998,8.8244437,279
280,FINN,91,14,453,478,565,857,04/02/18 11:59 AM,45.4556313,87.345546,280
281,LILLY,96,21,112,346,831,855,05/02/18 11:59 AM,40.0403857,35.114807,281
282,MILO,5,39,384,248,741,602,06/02/18 11:59 AM,89.3654767,20.6855244,282
283,TITAN,87,77,401,436,855,710,07/02/18 11:59 AM,55.8544642,89.5997554,283
284,BLUE,16,93,225,380,996,737,08/02/18 11:59 AM,9.4231841,80.9089832,284
285,DAKOTA,83,16,225,173,653,725,09/02/18 11:59 AM,61.0161989,51.2614639,285
286,KISKA,49,25,432,128,914,944,10/02/18 11:59 AM,93.4352904,13.8585484,286
287,LEO,69,87,308,302,1000,746,11/02/18 11:59 AM,22.3199652,92.8024872,287
288,MINNIE,64,93,216,102,517,894,12/02/18 11:59 AM,59.7733417,97.2148105,288
289,MURPHY,59,75,223,239,696,542,01/02/18 11:59 AM,5.2780033,41.5052233,289
290,OSCAR,14,71,229,470,666,722,02/02/18 11:59 AM,33.4162806,88.0439055,290
291,SASHA,25,88,109,332,987,551,06/02/18 11:59 AM,80.1351008,49.3999828,291
292,TUCKER,86,40,284,341,620,663,04/02/18 11:59 AM,80.954259,26.067236,292
293,KODIAK,11,94,272,326,591,628,05/02/18 11:59 AM,10.6722791,36.3329104,293
294,LOUIE,50,61,275,493,764,793,06/02/18 11:59 AM,7.1606896,17.5800966,294
295,NALA,92,55,429,207,556,790,07/02/18 11:59 AM,78.3549886,40.7133061,295
296,OLIVER,4,27,452,346,799,741,05/02/18 11:59 AM,32.1666217,99.5279693,296
297,RANGER,68,31,474,158,859,633,09/02/18 11:59 AM,40.5572858,55.2406791,297
298,slim,29,21,103,198,831,817,10/02/18 11:59 AM,88.108129,49.5733925,298
299,spike,98,35,251,368,830,508,10/02/18 11:59 AM,53.9263503,56.8132637,299
300,mamacat,78,80,369,185,961,960,12/02/18 11:59 AM,30.633287,19.8159701,300
301,babycat,66,86,342,265,623,723,01/02/18 11:59 AM,14.480687,71.7250781,301
