id,name,tail_high,tail_low,ear_high,ear_low,nose_high,nose_low,time_stamp,latitude,longitude,only_in_version_2
168,ANNIE,79,86,200,69,568,425,12/2/2018 11:59:00 AM,44.243787,60.679665,a
171,MARLEY,12,28,375,538,74,739,6/2/2018 11:59:00 AM,66.7832181,57.3170408,a
173,BENTLEY,40,95,120,822,595,459,5/2/2018 11:59:00 AM,29.3456419,79.2807522,a
175,KONA,56,75,804,544,127,758,7/2/2018 11:59:00 AM,22.6911803,97.7966948,a
178,ZEUS,26,76,541,844,669,736,10/2/2018 11:59:00 AM,67.5100692,51.4503443,a
179,ATHENA,92,36,343,512,499,59,10/2/2018 11:59:00 AM,90.5427541,61.2187069,a
182,LILLY,14,94,964,5,998,53,2/2/2018 11:59:00 AM,17.2653438,55.0524532,a
185,BLUE,100,78,26,701,843,90,5/2/2018 11:59:00 AM,2.8325329,80.9862588,a
189,MINNIE,30,7,959,646,500,230,9/2/2018 11:59:00 AM,16.2456396,66.9941032,a
191,OSCAR,65,66,48,6,230,467,11/2/2018 11:59:00 AM,66.0101297,67.8480555,a
192,SASHA,67,20,440,103,284,241,12/2/2018 11:59:00 AM,23.8280826,78.4041792,a
193,TUCKER,63,55,679,512,58,688,1/2/2018 11:59:00 AM,8.0712731,92.2092835,a
196,NALA,9,41,642,498,514,211,4/2/2018 11:59:00 AM,54.8286453,94.288746,a
197,OLIVER,45,31,542,654,808,376,5/2/2018 11:59:00 AM,60.8656074,50.337892,a
198,RANGER,47,22,839,870,386,713,6/2/2018 11:59:00 AM,8.2409859,61.4296691,a
199,slim,40,20,403,601,348,278,7/2/2018 11:59:00 AM,16.9178233,67.8054574,a
201,mamacat,92,52,47,870,798,50,9/2/2018 11:59:00 AM,13.4767133,80.0522691,a
203,miko,90,66,941,814,199,144,10/2/2018 11:59:00 AM,52.8493284,86.953603,a
207,BAXTER,97,75,306,728,436,660,3/2/2018 11:59:00 AM,48.8316119,80.1506454,a
212,CHEWY,2,94,151,74,998,951,8/2/2018 11:59:00 AM,28.7397006,63.3765743,a
215,MADDIE,82,48,573,729,591,316,11/2/2018 11:59:00 AM,57.7173577,64.337332,a
216,OTIS,54,30,640,120,715,14,12/2/2018 11:59:00 AM,23.4174889,53.6750053,a
217,RAVEN,37,85,64,562,875,339,1/2/2018 11:59:00 AM,55.8667725,58.9476085,a
218,TEDDY,11,13,694,218,605,927,2/2/2018 11:59:00 AM,89.4132994,62.6167381,a
219,BO,8,91,247,652,409,402,6/2/2018 11:59:00 AM,15.9528118,69.0392333,a
221,MAX,60,65,297,195,87,348,5/2/2018 11:59:00 AM,23.1372552,88.0980094,a
225,DAISY,34,75,541,595,845,995,9/2/2018 11:59:00 AM,69.4755249,67.7215547,a
226,LUNA,38,28,143,339,731,190,10/2/2018 11:59:00 AM,70.85635,74.1948802,a
228,MAGGIE,52,6,105,650,122,66,12/2/2018 11:59:00 AM,55.6544377,56.639709,a
229,MOLLY,91,55,734,224,62,5,1/2/2018 11:59:00 AM,45.475502,96.2442057,a
230,COOPER,44,57,120,792,617,405,2/2/2018 11:59:00 AM,45.2987206,98.5184125,a
232,JACK,12,52,558,9,922,326,4/2/2018 11:59:00 AM,50.5686516,98.1261825,a
234,ABBY,25,75,640,724,971,741,6/2/2018 11:59:00 AM,6.9285983,85.7263636,a
235,BEAR,46,72,319,127,549,67,7/2/2018 11:59:00 AM,66.1018684,70.5265889,a
238,KODA,66,21,243,593,526,763,10/2/2018 11:59:00 AM,5.3411652,84.9208356,a
239,ROCKY,6,58,669,84,427,281,11/2/2018 11:59:00 AM,13.4874627,70.5620277,a
240,CHLOE,85,8,368,497,376,974,12/2/2018 11:59:00 AM,73.4718094,96.0044296,a
242,HARLEY,47,1,175,209,757,324,2/2/2018 11:59:00 AM,9.7676607,53.8121875,a
243,DENALI,11,86,4,414,682,99,6/2/2018 11:59:00 AM,1.7515771,83.0103121,a
244,TOBY,26,66,774,204,274,913,4/2/2018 11:59:00 AM,63.0216914,56.3695699,a
245,JAKE,7,93,565,82,212,891,5/2/2018 11:59:00 AM,32.9745488,87.5376139,a
247,RUBY,0,100,605,630,592,365,7/2/2018 11:59:00 AM,18.1319628,91.0527041,a
250,PENNY,95,67,149,922,321,364,10/2/2018 11:59:00 AM,60.2940097,61.7851521,a
253,SOPHIE,92,27,749,420,872,26,1/2/2018 11:59:00 AM,33.6152721,95.3217013,a
254,LOLA,94,33,764,497,448,86,2/2/2018 11:59:00 AM,58.4377568,67.3785314,a
256,PEPPER,64,51,706,793,295,720,4/2/2018 11:59:00 AM,88.5569125,69.1669573,a
257,COCO,78,87,518,401,533,212,5/2/2018 11:59:00 AM,61.0459245,50.1194731,a
261,GRACIE,21,99,862,655,30,507,9/2/2018 11:59:00 AM,77.5165958,70.2955655,a
266,ZOEY,96,42,439,492,304,24,2/2/2018 11:59:00 AM,16.8727174,50.4950782,a
267,ANNIE,4,44,645,182,262,52,6/2/2018 11:59:00 AM,26.7201506,56.0642641,a
269,SAM,32,48,582,736,41,502,5/2/2018 11:59:00 AM,98.1076789,93.5388499,a
273,DIESEL,4,16,862,598,572,963,9/2/2018 11:59:00 AM,5.3452074,97.3711398,a
274,KONA,84,3,568,527,461,423,10/2/2018 11:59:00 AM,13.6523341,77.4241404,a
278,ATHENA,3,63,110,624,225,292,2/2/2018 11:59:00 AM,39.2621993,69.6489295,a
284,BLUE,64,10,618,708,343,997,8/2/2018 11:59:00 AM,46.7394615,58.0614035,a
285,DAKOTA,90,68,857,544,102,81,9/2/2018 11:59:00 AM,36.7344476,70.4482097,a
286,KISKA,38,44,682,527,449,52,10/2/2018 11:59:00 AM,21.827024,95.7181892,a
289,MURPHY,98,43,987,554,115,619,1/2/2018 11:59:00 AM,15.7208747,69.3949437,a
290,OSCAR,26,9,44,979,181,859,2/2/2018 11:59:00 AM,45.7637638,76.1513845,a
292,TUCKER,93,75,490,51,802,10,4/2/2018 11:59:00 AM,74.9356467,87.1370317,a
296,OLIVER,34,53,311,195,383,914,5/2/2018 11:59:00 AM,83.3892033,63.6690219,a
297,RANGER,64,38,840,366,529,187,9/2/2018 11:59:00 AM,29.9591971,83.8992982,a
298,slim,0,51,836,964,882,259,10/2/2018 11:59:00 AM,93.9481167,50.8239101,a
302,miko,79,36,907,96,339,944,2/2/2018 11:59:00 AM,79.4826914,82.5132527,a
304,ZOE,37,40,188,307,484,738,4/2/2018 11:59:00 AM,78.8646974,79.0596902,a
310,CHANCE,19,94,462,361,313,756,10/2/2018 11:59:00 AM,77.6397537,54.6961343,a
311,CHEWY,35,55,265,614,771,489,11/2/2018 11:59:00 AM,79.1273762,92.9643415,a
312,HUNTER,71,80,692,181,295,691,12/2/2018 11:59:00 AM,41.1081886,67.5207875,a
314,MADDIE,15,5,437,794,458,893,2/2/2018 11:59:00 AM,21.898896,76.1389771,a
315,OTIS,35,99,141,767,295,324,6/2/2018 11:59:00 AM,78.3039532,76.0203939,a
320,MAX,51,60,455,670,476,616,5/2/2018 11:59:00 AM,51.5963363,84.6898697,a
321,SADIE,33,63,984,3,914,507,9/2/2018 11:59:00 AM,83.4737322,99.0574345,a
324,DAISY,3,98,747,998,677,427,12/2/2018 11:59:00 AM,86.9627964,53.0195798,a
325,LUNA,93,18,230,863,558,237,1/2/2018 11:59:00 AM,24.1910536,79.2089408,a
326,CHARLIE,70,100,738,692,691,615,2/2/2018 11:59:00 AM,2.3595438,78.0199192,a
328,MOLLY,97,17,104,383,263,153,4/2/2018 11:59:00 AM,3.7168923,57.5648227,a
330,GINGER,57,20,959,993,329,949,6/2/2018 11:59:00 AM,21.1810862,61.6234814,a
331,JACK,62,55,156,47,467,27,7/2/2018 11:59:00 AM,51.9850086,81.1926097,a
332,WILLOW,73,26,809,612,337,923,8/2/2018 11:59:00 AM,20.9064645,91.2982896,a
335,LILY,75,8,220,393,670,885,11/2/2018 11:59:00 AM,43.0173502,96.2233024,a
336,DUKE,3,95,643,923,161,530,12/2/2018 11:59:00 AM,86.9447308,95.2173961,a
340,KENAI,86,55,814,70,380,510,4/2/2018 11:59:00 AM,70.6664324,93.7335529,a
344,JAKE,26,91,571,293,907,657,5/2/2018 11:59:00 AM,97.421764,87.1025952,a
345,LOKI,44,6,164,684,329,250,9/2/2018 11:59:00 AM,75.0677757,88.5607663,a
347,ROXY,41,43,614,637,742,78,10/2/2018 11:59:00 AM,60.181727,85.1849333,a
348,LUCKY,13,78,971,211,299,632,12/2/2018 11:59:00 AM,19.8765069,75.4630812,a
349,PENNY,42,28,729,116,705,863,1/2/2018 11:59:00 AM,90.7305302,99.7992834,a
350,RILEY,5,100,173,617,252,850,2/2/2018 11:59:00 AM,63.6451885,87.1983738,a
351,SHADOW,82,84,171,465,556,916,3/2/2018 11:59:00 AM,59.0560215,79.1322884,a
352,SOPHIE,11,32,812,376,538,205,4/2/2018 11:59:00 AM,45.670261,99.9386996,a
353,LOLA,17,94,731,91,670,225,5/2/2018 11:59:00 AM,86.9777201,53.3130374,a
358,LADY,70,81,459,123,613,940,10/2/2018 11:59:00 AM,56.6837665,72.3732602,a
360,GRACIE,2,64,168,460,939,925,12/2/2018 11:59:00 AM,26.4752727,92.3254799,a
361,JASPER,67,95,775,81,646,62,1/2/2018 11:59:00 AM,58.2409379,52.9272479,a
368,SAM,92,23,492,555,66,151,5/2/2018 11:59:00 AM,36.9080283,64.2344534,a
370,SCOUT,51,2,994,650,761,783,10/2/2018 11:59:00 AM,41.4863877,58.7831837,a
371,BENTLEY,75,63,241,178,554,805,10/2/2018 11:59:00 AM,39.4401282,65.9112307,a
375,THOR,57,26,96,861,91,609,3/2/2018 11:59:00 AM,71.0963924,79.1754141,a
376,ZEUS,91,7,405,505,263,198,4/2/2018 11:59:00 AM,46.994943,55.973161,a
377,ATHENA,36,9,603,706,325,518,5/2/2018 11:59:00 AM,91.2449747,96.4711865,a
378,ELLIE,11,65,936,868,154,434,6/2/2018 11:59:00 AM,80.0479335,83.5715598,a
379,FINN,36,44,833,3,833,518,7/2/2018 11:59:00 AM,75.2188711,71.2782219,a
381,MILO,93,69,708,466,211,627,9/2/2018 11:59:00 AM,14.021602,91.8861322,a
383,BLUE,52,93,787,959,222,742,11/2/2018 11:59:00 AM,19.0202492,88.8295944,a
388,MURPHY,76,5,137,371,665,468,4/2/2018 11:59:00 AM,55.4760066,62.9823098,a
389,OSCAR,97,69,274,144,169,981,5/2/2018 11:59:00 AM,42.0725628,80.3321339,a
390,SASHA,90,80,183,432,810,641,6/2/2018 11:59:00 AM,65.1041886,52.7502459,a
391,TUCKER,53,62,532,760,118,999,7/2/2018 11:59:00 AM,52.6735552,97.1252011,a
392,KODIAK,41,39,926,624,12,508,5/2/2018 11:59:00 AM,20.950669,84.3352673,a
394,NALA,16,48,776,70,389,600,10/2/2018 11:59:00 AM,4.7732255,92.7410786,a
395,OLIVER,22,84,335,699,923,844,10/2/2018 11:59:00 AM,8.8331862,84.3263272,a
397,slim,68,52,511,226,592,826,1/2/2018 11:59:00 AM,87.9710158,91.8029894,a
399,mamacat,75,83,581,0,530,144,3/2/2018 11:59:00 AM,41.4866712,83.0054338,a
400,babycat,1,83,757,981,829,583,4/2/2018 11:59:00 AM,53.8766344,77.9394738,a
401,miko,96,74,265,715,477,164,5/2/2018 11:59:00 AM,61.7024723,83.3573285,a
405,BAXTER,4,31,297,369,79,899,9/2/2018 11:59:00 AM,12.6111521,76.6710273,a
406,EMMA,4,14,126,934,746,640,10/2/2018 11:59:00 AM,1.6296197,83.4457855,a
407,GIZMO,74,25,650,673,906,411,11/2/2018 11:59:00 AM,71.2443205,74.910323,a
408,HAZEL,46,88,575,908,240,122,12/2/2018 11:59:00 AM,12.9073821,61.1081301,a
409,CHANCE,68,5,201,43,461,577,1/2/2018 11:59:00 AM,33.9508808,54.261313,a
411,HUNTER,64,52,880,909,648,48,6/2/2018 11:59:00 AM,84.8916922,76.1213864,a
412,JACKSON,63,9,151,500,746,970,4/2/2018 11:59:00 AM,10.8665772,94.2325591,a
413,MADDIE,22,2,929,924,520,889,5/2/2018 11:59:00 AM,71.5429853,79.527869,a
414,OTIS,87,7,920,351,965,400,6/2/2018 11:59:00 AM,9.9914558,94.0607089,a
415,RAVEN,54,55,512,854,176,480,7/2/2018 11:59:00 AM,7.5827705,64.8088854,a
416,TEDDY,3,98,389,45,747,373,5/2/2018 11:59:00 AM,58.8172685,68.9145611,a
417,BO,13,4,627,969,726,111,9/2/2018 11:59:00 AM,25.4423481,82.4972309,a
418,BUDDY,13,61,696,282,465,814,10/2/2018 11:59:00 AM,34.1610936,79.3889829,a
419,MAX,55,43,206,623,969,520,10/2/2018 11:59:00 AM,25.327207,93.798281,a
422,BAILEY,33,1,706,210,39,982,2/2/2018 11:59:00 AM,75.3719539,74.9716317,a
425,CHARLIE,61,44,706,546,838,408,5/2/2018 11:59:00 AM,5.2290917,99.8056861,a
427,MOLLY,68,62,697,424,246,994,7/2/2018 11:59:00 AM,89.9904194,75.9623114,a
428,COOPER,80,25,711,946,53,363,8/2/2018 11:59:00 AM,89.9124284,87.8543299,a
429,GINGER,100,1,461,35,211,548,9/2/2018 11:59:00 AM,94.7763048,64.716437,a
431,WILLOW,89,65,181,325,882,701,11/2/2018 11:59:00 AM,93.7399149,82.7729487,a
433,BEAR,15,31,201,4,134,265,1/2/2018 11:59:00 AM,66.6192309,54.2882901,a
435,DUKE,59,64,126,228,40,37,6/2/2018 11:59:00 AM,67.8812157,85.1120317,a
436,KODA,13,55,693,97,737,886,4/2/2018 11:59:00 AM,18.1554886,82.6223855,a
437,ROCKY,9,47,812,363,149,303,5/2/2018 11:59:00 AM,65.8059599,78.7347063,a
440,HARLEY,64,92,980,330,285,570,5/2/2018 11:59:00 AM,66.6330001,90.6717224,a
441,DENALI,33,69,879,59,117,911,9/2/2018 11:59:00 AM,0.9366476,59.5024764,a
442,TOBY,71,70,205,499,225,810,10/2/2018 11:59:00 AM,7.3777151,60.7705884,a
443,JAKE,30,51,859,591,106,475,10/2/2018 11:59:00 AM,64.7149427,66.164329,a
444,LOKI,49,2,886,940,306,272,12/2/2018 11:59:00 AM,75.694676,84.6705973,a
446,ROXY,73,14,971,197,762,460,2/2/2018 11:59:00 AM,30.6439876,92.8232063,a
448,PENNY,54,77,835,104,334,453,4/2/2018 11:59:00 AM,1.9688686,74.2366799,a
449,RILEY,57,77,369,29,633,275,5/2/2018 11:59:00 AM,63.831233,56.897389,a
452,LOLA,61,76,56,386,858,800,8/2/2018 11:59:00 AM,17.5863381,73.2145868,a
453,ROSIE,42,19,443,89,65,718,9/2/2018 11:59:00 AM,32.3063897,92.4531086,a
454,PEPPER,90,60,748,124,639,219,10/2/2018 11:59:00 AM,11.3437686,96.1411674,a
456,GUS,47,34,443,77,318,879,12/2/2018 11:59:00 AM,87.9258582,68.6367369,a
458,BANDIT,72,19,319,608,431,336,2/2/2018 11:59:00 AM,14.0813434,77.1874937,a
459,GRACIE,17,68,193,373,818,16,6/2/2018 11:59:00 AM,76.1306744,72.0586072,a
461,PIPER,2,41,983,692,180,673,5/2/2018 11:59:00 AM,74.2692059,91.5920301,a
463,YUKON,63,79,884,852,497,145,7/2/2018 11:59:00 AM,72.8205211,98.0229241,a
467,SAM,68,24,657,210,639,326,10/2/2018 11:59:00 AM,50.5068413,50.6339596,a
468,MARLEY,58,16,468,249,217,801,12/2/2018 11:59:00 AM,6.4209553,64.8625468,a
469,SCOUT,75,62,944,601,527,918,1/2/2018 11:59:00 AM,4.4482784,76.9999495,a
471,DIESEL,75,98,413,767,90,525,3/2/2018 11:59:00 AM,78.3815141,73.3804414,a
473,RUGER,9,69,652,374,688,202,5/2/2018 11:59:00 AM,0.4688612,70.275837,a
477,ELLIE,60,55,318,916,475,945,9/2/2018 11:59:00 AM,44.4842347,58.4479221,a
478,FINN,47,64,723,541,227,300,10/2/2018 11:59:00 AM,88.9196575,85.0574399,a
481,TITAN,64,78,429,543,943,524,1/2/2018 11:59:00 AM,34.0407541,87.1287334,a
482,BLUE,23,77,738,129,480,659,2/2/2018 11:59:00 AM,78.4670091,79.8892235,a
484,KISKA,34,36,668,841,51,142,4/2/2018 11:59:00 AM,91.0469279,89.0667435,a
485,LEO,90,78,672,771,831,549,5/2/2018 11:59:00 AM,2.9447955,63.1587139,a
487,MURPHY,4,91,141,954,325,999,7/2/2018 11:59:00 AM,58.9211315,50.5294127,a
488,OSCAR,92,33,932,448,246,306,5/2/2018 11:59:00 AM,60.0883583,73.7376274,a
489,SASHA,76,10,286,788,828,388,9/2/2018 11:59:00 AM,92.6587091,55.9838564,a
491,KODIAK,99,10,129,125,745,521,10/2/2018 11:59:00 AM,49.3805096,88.9728559,a
493,NALA,52,23,951,977,948,495,1/2/2018 11:59:00 AM,50.6465135,84.9198076,a
496,slim,68,37,258,188,634,593,4/2/2018 11:59:00 AM,23.3786816,78.7854851,a
497,spike,75,97,680,640,778,787,5/2/2018 11:59:00 AM,47.4355306,86.4821649,a
498,mamacat,22,69,773,245,444,999,6/2/2018 11:59:00 AM,18.6345277,88.5104413,a
504,BAXTER,10,85,891,465,217,93,12/2/2018 11:59:00 AM,2.609536,69.5937726,a
506,GIZMO,1,11,0,318,621,862,2/2/2018 11:59:00 AM,17.6134089,80.6726663,a
507,HAZEL,90,86,834,241,674,539,6/2/2018 11:59:00 AM,99.4758374,62.9388406,a
509,CHEWY,65,24,952,426,761,823,5/2/2018 11:59:00 AM,17.8473491,60.996851,a
512,MADDIE,97,45,411,845,872,8,5/2/2018 11:59:00 AM,2.2255294,57.6915863,a
519,SADIE,59,2,357,924,642,969,3/2/2018 11:59:00 AM,20.339076,54.2180799,a
520,LUCY,1,15,895,39,150,438,4/2/2018 11:59:00 AM,35.6639385,51.8152131,a
521,BAILEY,91,44,554,986,967,879,5/2/2018 11:59:00 AM,99.7364703,80.9627125,a
522,DAISY,52,30,915,853,889,608,6/2/2018 11:59:00 AM,96.3536508,93.063291,a
526,MOLLY,22,78,581,790,240,633,10/2/2018 11:59:00 AM,66.5413943,83.9959401,a
527,COOPER,24,48,872,791,893,626,11/2/2018 11:59:00 AM,40.6105781,68.8396654,a
532,BEAR,6,3,322,18,931,304,4/2/2018 11:59:00 AM,7.9440843,51.4589813,a
536,ROCKY,75,35,25,40,437,117,5/2/2018 11:59:00 AM,35.598296,89.8464507,a
539,HARLEY,10,98,64,875,528,837,10/2/2018 11:59:00 AM,10.0637377,65.9729935,a
541,TOBY,3,17,827,69,336,255,1/2/2018 11:59:00 AM,7.9330788,91.1597905,a
542,JAKE,65,99,151,47,45,449,2/2/2018 11:59:00 AM,98.1852478,79.6868195,a
543,LOKI,84,18,732,557,55,851,3/2/2018 11:59:00 AM,73.4306717,93.2954422,a
544,RUBY,46,48,414,634,467,125,4/2/2018 11:59:00 AM,46.663136,51.3312888,a
545,ROXY,78,2,995,155,0,170,5/2/2018 11:59:00 AM,98.1406493,76.8164986,a
547,PENNY,72,92,382,130,414,540,7/2/2018 11:59:00 AM,68.7502236,58.6944405,a
549,SHADOW,49,36,283,388,857,735,9/2/2018 11:59:00 AM,36.4491929,93.4754397,a
551,LOLA,96,16,204,229,472,654,11/2/2018 11:59:00 AM,13.8489111,73.3597617,a
552,ROSIE,32,35,225,48,294,248,12/2/2018 11:59:00 AM,76.0263211,92.6761754,a
553,PEPPER,52,14,615,895,146,938,1/2/2018 11:59:00 AM,21.6648932,82.6586227,a
555,GUS,73,65,954,16,58,710,6/2/2018 11:59:00 AM,75.9937199,64.2384951,a
557,BANDIT,2,56,62,467,764,812,5/2/2018 11:59:00 AM,2.6583574,82.578869,a
